capa_id,investigation_id,capa_number,action_type,owner_function,due_date,status,effectiveness
5112,11145,CAPA-005112,Corrective and Preventive,Laboratory,2024-06-26,Monitoring,Not Assessed
5113,8328,CAPA-005113,Preventive,MSAT,2024-08-22,Closed,Not Assessed
5114,4260,CAPA-005114,Corrective and Preventive,MSAT,2026-11-01,Closed,Effective
5115,7805,CAPA-005115,Preventive,Supplier Quality,2026-02-20,Closed,Monitoring
5116,11328,CAPA-005116,Preventive,Supplier Quality,2026-03-25,Closed,Not Assessed
5117,9157,CAPA-005117,Corrective,Quality,2025-12-05,Monitoring,Effective
5118,6589,CAPA-005118,Corrective,Supplier Quality,2026-08-12,Closed,Effective
5119,495,CAPA-005119,Corrective and Preventive,Quality,2024-11-01,Closed,Effective
5120,9098,CAPA-005120,Preventive,Supplier Quality,2024-07-22,Closed,Monitoring
5121,7544,CAPA-005121,Corrective and Preventive,Manufacturing,2025-09-13,Open,Not Assessed
5122,10697,CAPA-005122,Corrective and Preventive,Laboratory,2026-03-17,Monitoring,Effective
5123,1152,CAPA-005123,Preventive,Supplier Quality,2024-06-13,Closed,Effective
5124,9211,CAPA-005124,Corrective,MSAT,2026-05-16,Monitoring,Effective
5125,9021,CAPA-005125,Corrective,MSAT,2026-08-20,Open,Monitoring
5126,6959,CAPA-005126,Corrective and Preventive,Laboratory,2024-09-23,Closed,Effective
5127,10073,CAPA-005127,Preventive,Supplier Quality,2025-03-18,Open,Effective
5128,2029,CAPA-005128,Corrective and Preventive,Manufacturing,2025-01-16,Closed,Not Assessed
5129,4520,CAPA-005129,Corrective,MSAT,2026-07-27,Closed,Effective
5130,7459,CAPA-005130,Preventive,Quality,2026-06-08,Closed,Ineffective
5131,4290,CAPA-005131,Corrective,Supplier Quality,2024-12-25,Closed,Not Assessed
5132,8310,CAPA-005132,Corrective,Supplier Quality,2026-10-30,Closed,Not Assessed
5133,11701,CAPA-005133,Preventive,Laboratory,2026-10-01,Closed,Effective
5134,9999,CAPA-005134,Corrective,Laboratory,2025-09-09,Closed,Effective
5135,6381,CAPA-005135,Corrective and Preventive,MSAT,2026-07-29,Closed,Effective
5136,11868,CAPA-005136,Corrective,Quality,2025-03-16,Closed,Effective
5137,726,CAPA-005137,Corrective,Laboratory,2024-06-07,Monitoring,Effective
5138,11163,CAPA-005138,Corrective and Preventive,Supplier Quality,2025-10-20,Monitoring,Monitoring
5139,3920,CAPA-005139,Corrective,Quality,2026-07-20,Monitoring,Monitoring
5140,9274,CAPA-005140,Corrective and Preventive,MSAT,2025-02-24,Monitoring,Effective
5141,8487,CAPA-005141,Corrective and Preventive,Supplier Quality,2026-08-13,Monitoring,Effective
5142,9566,CAPA-005142,Preventive,Manufacturing,2024-12-16,Open,Monitoring
5143,1952,CAPA-005143,Corrective and Preventive,Quality,2026-07-01,Closed,Monitoring
5144,837,CAPA-005144,Preventive,Supplier Quality,2025-04-28,Closed,Ineffective
5145,4619,CAPA-005145,Corrective and Preventive,Manufacturing,2025-06-03,Closed,Effective
5146,11760,CAPA-005146,Corrective and Preventive,MSAT,2024-08-13,Closed,Effective
5147,2433,CAPA-005147,Corrective,Quality,2025-09-27,Closed,Monitoring
5148,4284,CAPA-005148,Corrective,Supplier Quality,2025-08-25,Closed,Ineffective
5149,8254,CAPA-005149,Preventive,Laboratory,2025-03-12,Open,Monitoring
5150,1469,CAPA-005150,Corrective,MSAT,2026-08-15,Closed,Effective
5151,6440,CAPA-005151,Corrective and Preventive,Manufacturing,2026-11-02,Closed,Ineffective
5152,7711,CAPA-005152,Corrective,Manufacturing,2024-10-31,Closed,Not Assessed
5153,9297,CAPA-005153,Preventive,Quality,2026-10-22,Closed,Monitoring
5154,4729,CAPA-005154,Corrective and Preventive,Supplier Quality,2024-10-15,Monitoring,Effective
5155,8048,CAPA-005155,Preventive,Quality,2025-04-27,Closed,Not Assessed
5156,9257,CAPA-005156,Corrective and Preventive,MSAT,2025-08-04,Open,Effective
5157,9596,CAPA-005157,Corrective and Preventive,Manufacturing,2025-11-24,Monitoring,Effective
5158,10523,CAPA-005158,Corrective,Supplier Quality,2025-01-09,Closed,Effective
5159,521,CAPA-005159,Preventive,Manufacturing,2025-03-05,Monitoring,Effective
5160,9411,CAPA-005160,Corrective,Manufacturing,2024-06-22,Closed,Effective
5161,1717,CAPA-005161,Preventive,Supplier Quality,2026-01-21,Closed,Effective
5162,6143,CAPA-005162,Corrective,Laboratory,2026-11-11,Closed,Effective
5163,11487,CAPA-005163,Corrective,Laboratory,2024-12-19,Open,Effective
5164,6543,CAPA-005164,Corrective,Supplier Quality,2026-08-04,Closed,Effective
5165,7083,CAPA-005165,Corrective,Quality,2025-07-19,Closed,Effective
5166,5575,CAPA-005166,Corrective,MSAT,2025-12-14,Closed,Monitoring
5167,7237,CAPA-005167,Corrective and Preventive,Laboratory,2026-10-01,Closed,Not Assessed
5168,766,CAPA-005168,Corrective and Preventive,MSAT,2025-12-05,Closed,Effective
5169,9781,CAPA-005169,Corrective and Preventive,Manufacturing,2026-09-29,Monitoring,Effective
5170,3769,CAPA-005170,Preventive,MSAT,2024-07-05,Closed,Effective
5171,5859,CAPA-005171,Corrective,MSAT,2024-11-03,Closed,Effective
5172,2087,CAPA-005172,Corrective,Supplier Quality,2026-10-30,Closed,Not Assessed
5173,2386,CAPA-005173,Preventive,MSAT,2026-07-10,Closed,Ineffective
5174,10221,CAPA-005174,Corrective and Preventive,Manufacturing,2024-06-03,Monitoring,Effective
5175,8558,CAPA-005175,Corrective,Manufacturing,2025-11-17,Monitoring,Not Assessed
5176,2093,CAPA-005176,Preventive,Manufacturing,2025-07-28,Open,Effective
5177,57,CAPA-005177,Corrective,Manufacturing,2024-06-12,Closed,Ineffective
5178,4604,CAPA-005178,Corrective,Manufacturing,2024-06-14,Open,Effective
5179,756,CAPA-005179,Corrective and Preventive,Manufacturing,2025-03-28,Closed,Effective
5180,336,CAPA-005180,Corrective,Quality,2026-08-20,Monitoring,Monitoring
5181,7511,CAPA-005181,Corrective,Manufacturing,2025-11-01,Monitoring,Ineffective
5182,3893,CAPA-005182,Corrective,Quality,2026-04-19,Closed,Effective
5183,6384,CAPA-005183,Preventive,Manufacturing,2024-11-02,Closed,Effective
5184,10050,CAPA-005184,Corrective,Manufacturing,2025-08-14,Monitoring,Effective
5185,8940,CAPA-005185,Corrective and Preventive,Quality,2025-07-21,Closed,Effective
5186,1382,CAPA-005186,Preventive,Laboratory,2025-04-21,Closed,Effective
5187,204,CAPA-005187,Corrective and Preventive,Quality,2025-12-10,Open,Effective
5188,7344,CAPA-005188,Corrective,Quality,2024-11-04,Closed,Effective
5189,110,CAPA-005189,Preventive,Laboratory,2026-11-02,Closed,Monitoring
5190,3115,CAPA-005190,Corrective,Supplier Quality,2025-03-30,Monitoring,Effective
5191,5365,CAPA-005191,Corrective and Preventive,MSAT,2026-08-03,Monitoring,Ineffective
5192,10644,CAPA-005192,Corrective and Preventive,Supplier Quality,2026-01-09,Monitoring,Not Assessed
5193,5913,CAPA-005193,Corrective and Preventive,Supplier Quality,2024-07-30,Open,Monitoring
5194,974,CAPA-005194,Preventive,Quality,2025-03-18,Closed,Effective
5195,9741,CAPA-005195,Preventive,Quality,2024-06-22,Closed,Effective
5196,7479,CAPA-005196,Corrective and Preventive,Quality,2026-03-07,Closed,Effective
5197,7407,CAPA-005197,Corrective,Quality,2026-09-29,Closed,Effective
5198,4571,CAPA-005198,Corrective and Preventive,Quality,2026-07-22,Closed,Monitoring
5199,8663,CAPA-005199,Corrective and Preventive,Quality,2025-07-18,Closed,Effective
5200,3685,CAPA-005200,Corrective and Preventive,Manufacturing,2025-08-28,Closed,Not Assessed
5201,4439,CAPA-005201,Corrective and Preventive,Quality,2025-08-17,Closed,Not Assessed
5202,6310,CAPA-005202,Corrective and Preventive,MSAT,2026-02-09,Monitoring,Monitoring
5203,4230,CAPA-005203,Corrective,Laboratory,2026-02-16,Closed,Not Assessed
5204,6330,CAPA-005204,Preventive,MSAT,2026-09-15,Closed,Effective
5205,10519,CAPA-005205,Preventive,Quality,2026-08-11,Monitoring,Effective
5206,1823,CAPA-005206,Preventive,Laboratory,2025-05-20,Closed,Effective
5207,1239,CAPA-005207,Preventive,MSAT,2025-09-18,Monitoring,Ineffective
5208,11451,CAPA-005208,Corrective,MSAT,2026-09-16,Monitoring,Effective
5209,8970,CAPA-005209,Corrective,MSAT,2026-06-25,Closed,Not Assessed
5210,6180,CAPA-005210,Preventive,Laboratory,2024-12-29,Closed,Effective
5211,10586,CAPA-005211,Corrective and Preventive,Laboratory,2026-06-23,Open,Not Assessed
5212,7374,CAPA-005212,Corrective and Preventive,Manufacturing,2026-04-06,Monitoring,Effective
5213,9896,CAPA-005213,Preventive,Supplier Quality,2026-02-14,Closed,Effective
5214,6237,CAPA-005214,Corrective,Manufacturing,2026-11-15,Monitoring,Not Assessed
5215,5659,CAPA-005215,Corrective,MSAT,2025-06-28,Closed,Effective
5216,9949,CAPA-005216,Corrective,Supplier Quality,2025-09-05,Closed,Effective
5217,2050,CAPA-005217,Corrective and Preventive,MSAT,2025-06-16,Closed,Not Assessed
5218,4664,CAPA-005218,Preventive,MSAT,2026-02-22,Monitoring,Effective
5219,2210,CAPA-005219,Corrective and Preventive,MSAT,2025-02-20,Closed,Ineffective
5220,235,CAPA-005220,Preventive,MSAT,2026-05-29,Closed,Effective
5221,5798,CAPA-005221,Corrective,Manufacturing,2024-06-15,Closed,Monitoring
5222,9991,CAPA-005222,Corrective,MSAT,2024-07-01,Monitoring,Ineffective
5223,6731,CAPA-005223,Corrective,MSAT,2026-09-16,Open,Effective
5224,2036,CAPA-005224,Corrective,Supplier Quality,2026-02-10,Closed,Effective
5225,7637,CAPA-005225,Preventive,MSAT,2025-07-14,Closed,Effective
5226,1690,CAPA-005226,Corrective,Quality,2024-08-27,Closed,Effective
5227,8513,CAPA-005227,Corrective,MSAT,2025-06-04,Open,Effective
5228,6821,CAPA-005228,Corrective,Supplier Quality,2025-05-10,Closed,Not Assessed
5229,8217,CAPA-005229,Preventive,Quality,2026-07-24,Closed,Effective
5230,8666,CAPA-005230,Corrective and Preventive,MSAT,2025-04-29,Closed,Effective
5231,3760,CAPA-005231,Corrective,Supplier Quality,2025-12-22,Closed,Effective
5232,3008,CAPA-005232,Corrective,MSAT,2025-07-16,Closed,Effective
5233,9639,CAPA-005233,Preventive,MSAT,2025-07-31,Closed,Effective
5234,10244,CAPA-005234,Corrective,Laboratory,2025-10-08,Closed,Effective
5235,5083,CAPA-005235,Preventive,Supplier Quality,2026-05-03,Closed,Effective
5236,9372,CAPA-005236,Corrective and Preventive,Quality,2024-06-06,Closed,Monitoring
5237,10040,CAPA-005237,Corrective,MSAT,2025-02-25,Closed,Effective
5238,5769,CAPA-005238,Corrective and Preventive,Supplier Quality,2024-07-04,Closed,Not Assessed
5239,2503,CAPA-005239,Corrective,Manufacturing,2025-12-27,Monitoring,Effective
5240,799,CAPA-005240,Preventive,Quality,2024-09-25,Closed,Not Assessed
5241,7749,CAPA-005241,Corrective and Preventive,MSAT,2025-01-29,Open,Effective
5242,4000,CAPA-005242,Preventive,Laboratory,2026-01-08,Closed,Monitoring
5243,3543,CAPA-005243,Corrective,MSAT,2025-06-24,Closed,Not Assessed
5244,8696,CAPA-005244,Preventive,Quality,2025-04-09,Open,Effective
5245,11175,CAPA-005245,Corrective,Manufacturing,2025-02-12,Closed,Effective
5246,5986,CAPA-005246,Preventive,Manufacturing,2025-05-30,Open,Ineffective
5247,10562,CAPA-005247,Corrective,Quality,2024-11-18,Closed,Effective
5248,4622,CAPA-005248,Corrective and Preventive,Laboratory,2024-07-28,Closed,Effective
5249,9660,CAPA-005249,Preventive,Supplier Quality,2026-07-13,Open,Effective
5250,3791,CAPA-005250,Corrective and Preventive,Laboratory,2026-06-08,Closed,Effective
5251,1386,CAPA-005251,Corrective and Preventive,MSAT,2026-10-17,Open,Not Assessed
5252,4819,CAPA-005252,Corrective,MSAT,2025-03-25,Monitoring,Not Assessed
5253,8512,CAPA-005253,Corrective and Preventive,Quality,2025-08-29,Monitoring,Effective
5254,405,CAPA-005254,Corrective and Preventive,Laboratory,2026-11-06,Closed,Effective
5255,582,CAPA-005255,Corrective and Preventive,Quality,2025-01-20,Closed,Not Assessed
5256,2198,CAPA-005256,Preventive,Manufacturing,2026-06-02,Closed,Not Assessed
5257,5885,CAPA-005257,Preventive,Laboratory,2026-08-27,Closed,Effective
5258,10491,CAPA-005258,Corrective and Preventive,MSAT,2026-09-21,Closed,Effective
5259,7997,CAPA-005259,Corrective and Preventive,Quality,2026-10-08,Closed,Effective
5260,5648,CAPA-005260,Preventive,Supplier Quality,2025-07-13,Closed,Not Assessed
5261,555,CAPA-005261,Corrective,MSAT,2026-06-11,Closed,Not Assessed
5262,5950,CAPA-005262,Corrective and Preventive,Supplier Quality,2024-10-17,Closed,Monitoring
5263,6730,CAPA-005263,Corrective and Preventive,Supplier Quality,2026-01-14,Closed,Ineffective
5264,7026,CAPA-005264,Corrective,Supplier Quality,2026-07-07,Closed,Ineffective
5265,10522,CAPA-005265,Corrective,Manufacturing,2026-09-14,Closed,Effective
5266,11798,CAPA-005266,Corrective and Preventive,Manufacturing,2024-12-14,Closed,Not Assessed
5267,10447,CAPA-005267,Corrective,Laboratory,2026-07-20,Monitoring,Not Assessed
5268,3201,CAPA-005268,Preventive,MSAT,2026-06-17,Closed,Effective
5269,1496,CAPA-005269,Corrective and Preventive,Supplier Quality,2026-03-19,Open,Monitoring
5270,5941,CAPA-005270,Preventive,MSAT,2026-10-16,Open,Effective
5271,8912,CAPA-005271,Preventive,MSAT,2024-07-30,Monitoring,Effective
5272,970,CAPA-005272,Corrective and Preventive,Quality,2025-02-02,Closed,Not Assessed
5273,8955,CAPA-005273,Corrective,Manufacturing,2024-11-03,Closed,Effective
5274,1608,CAPA-005274,Preventive,Supplier Quality,2024-08-09,Open,Effective
5275,142,CAPA-005275,Preventive,Supplier Quality,2024-11-28,Closed,Not Assessed
5276,6855,CAPA-005276,Corrective and Preventive,Quality,2025-08-16,Closed,Effective
5277,2719,CAPA-005277,Corrective,Supplier Quality,2025-11-13,Closed,Effective
5278,8186,CAPA-005278,Preventive,Quality,2025-11-02,Closed,Monitoring
5279,6280,CAPA-005279,Preventive,Supplier Quality,2024-07-13,Closed,Monitoring
5280,6522,CAPA-005280,Corrective,Manufacturing,2024-07-09,Closed,Not Assessed
5281,3596,CAPA-005281,Corrective,Supplier Quality,2026-07-16,Closed,Monitoring
5282,7078,CAPA-005282,Corrective and Preventive,Supplier Quality,2024-09-26,Closed,Effective
5283,9666,CAPA-005283,Preventive,Manufacturing,2025-06-05,Closed,Not Assessed
5284,3390,CAPA-005284,Corrective and Preventive,Supplier Quality,2025-02-04,Monitoring,Not Assessed
5285,3397,CAPA-005285,Preventive,Laboratory,2025-10-01,Monitoring,Effective
5286,7390,CAPA-005286,Corrective,MSAT,2025-06-14,Closed,Effective
5287,3118,CAPA-005287,Corrective,Laboratory,2025-05-01,Closed,Monitoring
5288,6993,CAPA-005288,Preventive,MSAT,2026-07-20,Closed,Effective
5289,8954,CAPA-005289,Corrective,Supplier Quality,2026-02-12,Closed,Effective
5290,9610,CAPA-005290,Corrective,Supplier Quality,2025-10-04,Closed,Not Assessed
5291,4927,CAPA-005291,Preventive,Manufacturing,2025-12-25,Closed,Ineffective
5292,3694,CAPA-005292,Corrective and Preventive,Supplier Quality,2026-04-25,Closed,Effective
5293,8096,CAPA-005293,Corrective and Preventive,Supplier Quality,2024-11-19,Closed,Effective
5294,7287,CAPA-005294,Preventive,Supplier Quality,2024-06-01,Closed,Effective
5295,6870,CAPA-005295,Corrective and Preventive,MSAT,2025-11-01,Monitoring,Monitoring
5296,2213,CAPA-005296,Corrective,Quality,2026-03-19,Closed,Effective
5297,1848,CAPA-005297,Corrective and Preventive,Quality,2025-11-18,Closed,Effective
5298,4732,CAPA-005298,Preventive,Manufacturing,2026-03-20,Closed,Effective
5299,5913,CAPA-005299,Preventive,MSAT,2025-05-12,Closed,Monitoring
5300,6279,CAPA-005300,Corrective,MSAT,2024-10-29,Closed,Not Assessed
5301,7635,CAPA-005301,Corrective and Preventive,MSAT,2025-10-07,Closed,Monitoring
5302,10196,CAPA-005302,Preventive,Supplier Quality,2025-01-21,Closed,Not Assessed
5303,9116,CAPA-005303,Corrective,Quality,2025-05-03,Monitoring,Effective
5304,10275,CAPA-005304,Preventive,Manufacturing,2025-11-09,Monitoring,Monitoring
5305,620,CAPA-005305,Preventive,Supplier Quality,2026-05-14,Closed,Effective
5306,6994,CAPA-005306,Corrective,Manufacturing,2026-01-05,Closed,Monitoring
5307,11033,CAPA-005307,Corrective,MSAT,2026-01-08,Closed,Effective
5308,6702,CAPA-005308,Corrective,Quality,2025-11-12,Closed,Effective
5309,2090,CAPA-005309,Preventive,Quality,2026-09-22,Monitoring,Ineffective
5310,3041,CAPA-005310,Preventive,Manufacturing,2024-08-18,Open,Effective
5311,4988,CAPA-005311,Preventive,Manufacturing,2024-11-09,Monitoring,Monitoring
5312,6523,CAPA-005312,Corrective and Preventive,Laboratory,2024-07-23,Monitoring,Effective
5313,3524,CAPA-005313,Corrective and Preventive,Quality,2024-09-09,Closed,Effective
5314,6075,CAPA-005314,Corrective and Preventive,Laboratory,2026-08-27,Closed,Effective
5315,1995,CAPA-005315,Corrective,Supplier Quality,2026-01-09,Open,Effective
5316,7500,CAPA-005316,Corrective,Supplier Quality,2025-03-17,Closed,Effective
5317,7081,CAPA-005317,Corrective and Preventive,Manufacturing,2024-11-08,Closed,Effective
5318,9552,CAPA-005318,Corrective and Preventive,Laboratory,2024-12-19,Closed,Monitoring
5319,9385,CAPA-005319,Corrective and Preventive,MSAT,2025-10-21,Closed,Effective
5320,9940,CAPA-005320,Corrective,Laboratory,2026-03-15,Closed,Effective
5321,9100,CAPA-005321,Corrective and Preventive,Laboratory,2025-05-29,Closed,Effective
5322,3364,CAPA-005322,Corrective,Manufacturing,2025-03-13,Closed,Ineffective
5323,2972,CAPA-005323,Corrective,Laboratory,2024-07-10,Closed,Effective
5324,6954,CAPA-005324,Preventive,Laboratory,2025-04-13,Closed,Effective
5325,590,CAPA-005325,Corrective and Preventive,Manufacturing,2026-10-30,Monitoring,Effective
5326,3691,CAPA-005326,Corrective and Preventive,MSAT,2026-06-28,Monitoring,Effective
5327,9515,CAPA-005327,Preventive,Quality,2025-01-16,Closed,Effective
5328,1760,CAPA-005328,Corrective,Laboratory,2025-05-20,Closed,Effective
5329,10240,CAPA-005329,Corrective,Supplier Quality,2025-05-01,Closed,Effective
5330,6272,CAPA-005330,Preventive,MSAT,2025-11-21,Monitoring,Effective
5331,11197,CAPA-005331,Preventive,Laboratory,2026-06-23,Closed,Effective
5332,1907,CAPA-005332,Corrective,Quality,2026-03-22,Monitoring,Effective
5333,7243,CAPA-005333,Preventive,Supplier Quality,2025-08-11,Closed,Effective
5334,2163,CAPA-005334,Corrective and Preventive,Quality,2026-10-30,Closed,Effective
5335,220,CAPA-005335,Preventive,Quality,2025-02-25,Open,Effective
5336,1983,CAPA-005336,Corrective,Supplier Quality,2026-04-05,Closed,Effective
5337,11983,CAPA-005337,Preventive,Supplier Quality,2025-11-11,Closed,Effective
5338,1285,CAPA-005338,Corrective and Preventive,Laboratory,2025-07-02,Open,Not Assessed
5339,3696,CAPA-005339,Corrective and Preventive,Supplier Quality,2024-12-28,Open,Effective
5340,9417,CAPA-005340,Corrective,MSAT,2025-07-12,Closed,Effective
5341,1460,CAPA-005341,Corrective and Preventive,Quality,2024-11-09,Open,Effective
5342,10148,CAPA-005342,Corrective and Preventive,Quality,2025-09-06,Closed,Effective
5343,7736,CAPA-005343,Corrective,Supplier Quality,2026-02-28,Closed,Effective
5344,2191,CAPA-005344,Preventive,Manufacturing,2026-09-20,Closed,Not Assessed
5345,108,CAPA-005345,Corrective and Preventive,Supplier Quality,2025-03-06,Monitoring,Effective
5346,7159,CAPA-005346,Preventive,Laboratory,2025-12-18,Closed,Effective
5347,2327,CAPA-005347,Corrective,Laboratory,2025-09-13,Monitoring,Effective
5348,9893,CAPA-005348,Corrective,MSAT,2024-10-20,Closed,Effective
5349,11386,CAPA-005349,Corrective,Supplier Quality,2025-09-09,Monitoring,Monitoring
5350,167,CAPA-005350,Corrective and Preventive,Laboratory,2025-06-10,Closed,Effective
5351,4039,CAPA-005351,Corrective and Preventive,MSAT,2025-07-10,Closed,Effective
5352,2971,CAPA-005352,Preventive,MSAT,2025-05-15,Closed,Effective
5353,2327,CAPA-005353,Corrective,Quality,2026-08-23,Closed,Effective
5354,7691,CAPA-005354,Preventive,Quality,2025-01-27,Closed,Effective
5355,2097,CAPA-005355,Corrective and Preventive,Manufacturing,2026-05-31,Closed,Effective
5356,6173,CAPA-005356,Preventive,Manufacturing,2026-03-01,Open,Monitoring
5357,11405,CAPA-005357,Corrective,Quality,2024-07-30,Closed,Effective
5358,3538,CAPA-005358,Corrective and Preventive,Supplier Quality,2026-10-27,Open,Effective
5359,238,CAPA-005359,Corrective and Preventive,Quality,2026-02-21,Monitoring,Effective
